,,,State,Turnout Rates,,,Numerators,,Denominators,,VEP Components (Modifications to VAP to Calculate VEP),,,,,
1984,73,48,Washington,62.90%,61.30%,58.60%,"1,931,546",1883910,3072714,"3,213,263",3.40%,"6,821","39,181","5,253","31,665",
1984,56,49,West Virginia,,52.90%,52.50%,,735742,1391427,"1,401,733",0.40%,"1,579","3,597",724,"4,102",
1984,25,50,Wisconsin,,64.90%,63.80%,,2211689,3409202,"3,468,053",1.10%,"4,974","22,426","3,853","20,040",
1984,68,51,Wyoming,57.90%,55.80%,54.90%,"196,153",188968,338733,"343,957",1.00%,724,"1,708",352,"1,930",
1982,0,0,United States (Excl. Louisiana),0.00%,42.10%,40.70%,,67615576,160466919,"166,027,633",4.00%,"399,102","789,951","165,559","959,637","1,981,895"
1982,41,1,Alabama,,40.60%,40.10%,,1128725,2780689,"2,813,033",0.50%,"9,233","14,229","2,266","18,614",
1982,81,2,Alaska,64.90%,63.40%,61.50%,"199,458",194885,307558,"316,787",2.20%,"1,322","1,816",101,"2,331",
1982,61,3,Arizona,36.80%,36.00%,34.40%,"742,923",726364,2017098,"2,112,246",3.80%,"6,069","14,949","1,527","15,071",
1982,42,4,Arkansas,,48.10%,47.60%,,789351,1639482,"1,656,707",0.50%,"3,922","3,384","3,061","8,675",
1982,71,5,California,49.90%,48.70%,42.70%,"8,064,314",7876698,16161555,"18,448,245",12.10%,"34,640",0,"18,913","53,553",
1982,62,6,Colorado,47.30%,43.50%,42.50%,"1,037,774",956021,2196263,"2,248,839",2.10%,"3,042",0,"1,202","4,244",
1982,1,7,Connecticut,49.40%,48.10%,45.70%,"1,112,428",1084156,2253328,"2,369,975",4.00%,"5,156","33,061","1,311","22,998",
1982,11,8,Delaware,45.50%,44.40%,43.30%,"195,726",190960,430257,"441,374",1.40%,"2,068","4,626",621,"5,002",
1982,55,9,District of Columbia,,25.00%,23.50%,,117623,470719,"500,492",5.10%,"4,081",0,0,"4,081",
1982,43,10,Florida,,35.50%,33.00%,,2688566,7565499,"8,139,171",6.30%,"27,830","57,074","5,974","62,341",
1982,44,11,Georgia,,29.60%,28.90%,,1169041,3945107,"4,047,788",1.10%,"14,405","78,097","4,897","58,351",
1982,82,12,Hawaii,48.50%,46.50%,43.10%,"325,459",311853,671172,"724,189",7.10%,"1,461",0,0,"1,461",
1982,63,13,Idaho,51.10%,50.20%,49.30%,"332,237",326522,650534,"662,251",1.60%,"1,044",0,0,"1,044",
1982,21,14,Illinois,48.80%,46.50%,44.30%,"3,856,875",3673681,7908220,"8,284,606",4.40%,"14,293",0,0,"14,293",
1982,22,15,Indiana,47.30%,46.80%,46.30%,"1,834,225",1817287,3879314,"3,921,907",0.90%,"8,790",0,0,"8,790",
1982,31,16,Iowa,50.80%,50.20%,49.60%,"1,050,495",1038229,2068844,"2,094,031",0.80%,"2,829","10,625","1,050","9,192",
1982,32,17,Kansas,,44.00%,43.30%,,763263,1736298,"1,761,238",1.20%,"3,078",0,0,"3,078",
1982,51,18,Kentucky,,26.80%,26.50%,,700322,2615445,"2,642,810",0.50%,"4,031","14,516","3,430","14,719",
1982,45,19,Louisiana,,,,,,2982702,"3,029,834",1.20%,"10,930",0,0,"10,930",
1982,2,20,Maine,,56.30%,55.50%,,460295,817814,"828,907",1.30%,0,0,0,0,
1982,52,21,Maryland,39.20%,37.50%,35.90%,"1,190,011",1139149,3034834,"3,174,995",3.00%,"11,617","52,603","6,024","43,943",
1982,3,22,Massachusetts,50.30%,49.00%,46.90%,"2,103,780",2050769,4184146,"4,375,262",4.40%,0,0,0,0,
1982,23,23,Michigan,49.30%,47.80%,46.80%,"3,135,928",3040008,6357552,"6,498,711",1.90%,"14,913",0,0,"14,913",
1982,33,24,Minnesota,62.30%,61.30%,60.30%,"1,834,737",1804675,2943169,"2,993,256",1.10%,"2,081","24,320","1,479","15,720",
1982,46,25,Mississippi,,37.00%,36.60%,,645026,1743267,"1,762,406",0.40%,"5,484","6,304","2,914","11,550",
1982,34,26,Missouri,,43.30%,42.70%,,1543521,3567803,"3,615,526",0.70%,"7,445","21,637","2,556","20,820",
1982,64,27,Montana,57.60%,56.40%,55.90%,"328,082",321062,569629,"574,592",0.70%,914,0,0,914,
1982,35,28,Nebraska,49.60%,48.50%,47.80%,"559,422",547902,1128918,"1,145,316",0.80%,"1,739","9,964",309,"7,030",
1982,65,29,Nevada,39.10%,38.70%,36.70%,"242,578",240394,621060,"655,823",4.40%,"2,753","4,733","1,065","6,185",
1982,4,30,New Hampshire,42.10%,41.20%,40.50%,"289,057",282588,686264,"698,424",1.70%,445,0,0,445,
1982,12,31,New Jersey,43.80%,42.00%,39.40%,"2,286,925",2193945,5224732,"5,563,627",5.40%,"8,191","38,186","10,514","37,798",
1982,66,32,New Mexico,45.50%,44.30%,42.90%,"417,945",407466,919311,"949,133",2.60%,"1,718","3,854","1,206","4,851",
1982,13,33,New York,44.90%,43.40%,40.00%,"5,437,367",5254891,12118685,"13,150,573",7.50%,"27,945",0,"21,062","49,007",
1982,47,34,North Carolina,,30.40%,29.80%,,1321080,4347870,"4,427,095",0.80%,"16,569","44,274","6,910","45,616",
1982,36,35,North Dakota,57.20%,55.00%,54.60%,"272,876",262465,476851,"480,367",0.70%,322,0,0,322,
1982,24,36,Ohio,46.20%,44.10%,43.60%,"3,551,995",3395463,7692059,"7,793,022",1.10%,"17,317",0,0,"17,317",
1982,53,37,Oklahoma,39.10%,38.40%,37.60%,"901,488",883130,2302670,"2,346,265",1.20%,"6,500","14,749","1,858","15,733",
1982,72,38,Oregon,56.10%,55.00%,53.50%,"1,063,913",1042009,1895706,"1,946,116",2.40%,"3,900",0,0,"3,900",
1982,14,39,Pennsylvania,,42.10%,41.50%,,3683985,8749931,"8,869,173",1.20%,"10,508",0,0,"10,508",
1982,5,40,Rhode Island,54.20%,50.00%,47.40%,"370,928",342779,684977,"723,060",4.60%,"1,037","6,501",327,"4,615",
1982,48,41,South Carolina,30.40%,29.70%,29.20%,"688,300",671625,2260577,"2,297,223",0.70%,"9,137","16,981","3,175","20,803",
1982,37,42,South Dakota,,56.90%,56.60%,,278562,489474,"492,367",0.40%,791,0,0,791,
1982,54,43,Tennessee,,37.50%,37.10%,,1259785,3357236,"3,393,233",0.60%,"7,869","10,101","3,303","16,223",
1982,49,44,Texas,,31.20%,29.20%,,3191091,10228820,"10,910,762",4.90%,"36,149","177,270","26,274","151,058",
1982,67,45,Utah,55.80%,55.10%,53.90%,"537,207",530802,962724,"984,073",2.20%,0,0,0,0,
1982,6,46,Vermont,46.10%,45.40%,44.60%,"172,084",169251,372982,"379,067",1.60%,0,0,0,0,
1982,40,47,Virginia,,35.70%,34.70%,,1415622,3960296,"4,076,585",2.30%,"10,079","14,813","6,487","23,973",
1982,73,48,Washington,46.80%,45.60%,43.60%,"1,404,831",1368476,2999997,"3,138,109",3.10%,"6,264","60,142","3,047","39,382",
1982,56,49,West Virginia,,40.40%,40.10%,,565314,1399303,"1,409,116",0.40%,"1,547","2,711",610,"3,513",
1982,25,50,Wisconsin,,46.90%,46.10%,,1580344,3372875,"3,426,394",1.00%,"4,714","19,603","3,125","17,641",
1982,68,51,Wyoming,50.00%,49.00%,48.30%,"172,065",168555,344218,"349,060",0.90%,702,"1,303",244,"1,598",
1980,0,0,United States,0.00%,54.20%,52.60%,,86515221,159635102,"164,445,475",3.50%,"324,410","618,471","168,331","801,977","1,803,021"
1980,41,1,Alabama,,49.20%,48.70%,,1341929,2726249,"2,753,078",0.40%,"6,543","10,985","2,547","14,583",
1980,81,2,Alaska,60.20%,58.70%,57.10%,"162,653",158445,270122,"277,261",2.00%,822,"1,181",93,"1,506",
1980,61,3,Arizona,47.50%,46.20%,44.40%,"898,183",873945,1890167,"1,968,947",3.40%,"4,372","12,584","1,093","11,757",
1980,42,4,Arkansas,,52.00%,51.50%,,837582,1610104,"1,624,917",0.50%,"2,911","2,400","2,855","6,966",
1980,71,5,California,56.20%,55.00%,48.90%,"8,775,459",8587063,15610966,"17,551,451",10.80%,"24,569",0,"15,253","39,822",
1980,62,6,Colorado,59.10%,57.20%,55.90%,"1,225,549",1184415,2071959,"2,118,092",2.00%,"2,629",0,927,"3,556",
1980,1,7,Connecticut,64.70%,63.90%,61.00%,"1,423,403",1406285,2201356,"2,305,904",3.80%,"4,308","22,981","1,932","17,731",
1980,11,8,Delaware,56.80%,56.00%,54.70%,"239,136",235900,421344,"430,879",1.30%,"1,474","3,762",619,"3,974",
1980,55,9,District of Columbia,37.90%,37.20%,35.30%,"178,434",175237,470956,"496,230",4.50%,"3,145",0,0,"3,145",
1980,43,10,Florida,,52.00%,48.70%,,3686930,7088658,"7,575,002",5.80%,"20,735","38,906","8,823","49,011",
1980,44,11,Georgia,,42.10%,41.30%,,1596695,3791652,"3,870,251",0.90%,"12,178","58,450","3,169","44,572",
1980,82,12,Hawaii,49.20%,46.90%,43.60%,"318,026",303287,646583,"695,906",6.90%,985,0,0,985,
1980,63,13,Idaho,70.40%,69.00%,67.90%,"446,045",437431,633624,"644,004",1.50%,817,0,0,817,
1980,21,14,Illinois,61.90%,60.40%,57.80%,"4,868,890",4749721,7868300,"8,216,218",4.10%,"11,899",0,0,"11,899",
1980,22,15,Indiana,59.20%,58.30%,57.70%,"2,275,433",2242033,3846321,"3,885,473",0.80%,"6,683",0,0,"6,683",
1980,31,16,Iowa,63.50%,63.60%,62.90%,"1,314,258",1317661,2070935,"2,093,321",0.70%,"2,481","8,815",639,"7,528",
1980,32,17,Kansas,,57.50%,56.80%,,979795,1704420,"1,726,471",1.10%,"2,494",0,0,"2,494",
1980,51,18,Kentucky,,50.50%,49.90%,,1294627,2562572,"2,592,185",0.50%,"3,588","12,400","8,120","17,908",
1980,45,19,Louisiana,,54.00%,53.20%,,1548591,2868792,"2,910,776",1.10%,"8,889",0,0,"8,889",
1980,2,20,Maine,,65.40%,64.60%,,523011,799746,"810,240",1.30%,0,0,0,0,
1980,52,21,Maryland,52.50%,52.00%,50.00%,"1,557,709",1540496,2964704,"3,081,409",2.70%,"7,731","41,661","6,436","34,998",
1980,3,22,Massachusetts,62.40%,61.40%,59.00%,"2,566,807",2524298,4110721,"4,281,265",4.00%,0,0,0,0,
1980,23,23,Michigan,62.40%,61.30%,60.00%,"3,978,647",3909725,6374955,"6,514,790",1.90%,"15,124",0,0,"15,124",
1980,33,24,Minnesota,72.10%,71.20%,70.00%,"2,079,451",2051980,2882406,"2,929,927",1.00%,"2,001","27,000","1,534","17,035",
1980,46,25,Mississippi,,52.40%,51.90%,,892620,1704163,"1,719,825",0.40%,"3,902","4,864","2,292","8,626",
1980,34,26,Missouri,,59.50%,58.80%,,2099824,3529489,"3,571,609",0.70%,"5,726","17,400","2,395","16,821",
1980,64,27,Montana,67.10%,65.60%,65.10%,"371,976",363952,554636,"559,165",0.70%,739,0,0,739,
1980,35,28,Nebraska,58.40%,57.50%,56.70%,"651,281",640854,1115142,"1,129,653",0.80%,"1,446","7,980",292,"5,728",
1980,65,29,Nevada,51.90%,43.30%,41.10%,"297,318",247885,573118,"602,463",4.00%,"1,839","4,989","1,052","5,386",
1980,4,30,New Hampshire,60.90%,58.10%,57.20%,"402,415",383990,660560,"671,558",1.60%,326,0,0,326,
1980,12,31,New Jersey,58.50%,58.10%,54.90%,"2,999,879",2975684,5123773,"5,420,255",4.90%,"5,884","29,239","8,911","29,415",
1980,66,32,New Mexico,53.20%,52.30%,50.90%,"464,848",456971,873515,"897,946",2.30%,"1,279","2,794",884,"3,560",
1980,13,33,New York,53.00%,51.70%,48.00%,"6,359,218",6201959,12006100,"12,932,357",6.80%,"21,815",0,"19,652","41,467",
1980,47,34,North Carolina,,44.10%,43.40%,,1855833,4203817,"4,272,156",0.70%,"15,513","36,467","6,496","40,243",
1980,36,35,North Dakota,68.00%,65.20%,64.80%,"314,525",301545,462223,"465,447",0.60%,253,0,0,253,
1980,24,36,Ohio,57.30%,56.10%,55.40%,"4,378,937",4283603,7637813,"7,732,705",1.10%,"13,489",0,0,"13,489",
1980,53,37,Oklahoma,54.20%,53.20%,52.20%,"1,172,303",1149708,2162051,"2,201,257",1.10%,"4,796","14,360","2,232","14,208",
1980,72,38,Oregon,64.30%,62.80%,61.40%,"1,209,691",1181516,1880863,"1,925,651",2.20%,"3,177",0,0,"3,177",
1980,14,39,Pennsylvania,,52.60%,52.00%,,4561501,8664166,"8,774,885",1.20%,"8,171",0,0,"8,171",
1980,5,40,Rhode Island,62.70%,61.60%,58.60%,"423,349",416072,675067,"709,692",4.30%,813,"5,501",257,"3,821",
1980,48,41,South Carolina,42.40%,41.10%,40.40%,"922,397",894071,2176721,"2,212,354",0.60%,"7,862","20,589","3,124","21,281",
1980,37,42,South Dakota,,67.70%,67.30%,,327703,484328,"486,893",0.40%,635,0,0,635,
1980,54,43,Tennessee,,49.20%,48.80%,,1617616,3285608,"3,318,036",0.50%,"7,022","9,130","3,097","14,684",
1980,49,44,Texas,,47.40%,44.90%,,4541636,9572904,"10,120,613",4.30%,"29,892","131,996","17,235","113,125",
1980,67,45,Utah,66.60%,66.00%,64.60%,"609,691",604222,915484,"934,767",2.10%,0,0,0,0,
1980,6,46,Vermont,59.30%,58.70%,57.80%,"215,500",213299,363143,"369,147",1.60%,0,0,0,0,
1980,40,47,Virginia,,48.70%,47.50%,,1866032,3830887,"3,927,383",2.00%,"8,920","11,463","4,783","19,435",
1980,73,48,Washington,60.60%,59.60%,57.40%,"1,772,904",1742394,2923670,"3,037,193",2.90%,"4,399","12,527","14,669","25,332",
1980,56,49,West Virginia,53.50%,53.20%,52.80%,"742,150",737715,1387231,"1,396,595",0.50%,"1,257","2,650",475,"3,057",
1980,25,50,Wisconsin,,68.40%,67.40%,,2273221,3322053,"3,371,087",1.00%,"3,980","19,088","2,639","16,163",
1980,68,51,Wyoming,55.40%,54.10%,53.40%,"181,004",176713,326644,"330,784",0.90%,534,940,154,"1,158",
